ID;Catégorie d’aléa;Type d’aléa (scénario);Description aléa;Famille de risque;Exemple de risque (intitulé);Description détaillée du risque;Exemples concrets;Impacts potentiels;Mesures de prévention;Mesures de mitigation;Probabilité;Gravité;Criticité;Tags
69;Accident;Incendie d’équipement;Départ de feu sur engin ou local technique;Informatique / numérique;Perte du SI local (supervision, communications, annuaire, outils métier);Perte du SI local (supervision, communications, annuaire, outils métier) — Dans le contexte « Incendie d’équipement » (Accident). Départ de feu sur engin ou local technique. Points sensibles : fumées, arrêt, dommages matériels.;Exemple : Incendie d’équipement → perte du si local (supervision, communications, annuaire, outils métier) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;fumées, arrêt, dommages matériels
70;Accident;Incendie d’équipement;Départ de feu sur engin ou local technique;Informatique / numérique;Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS);Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS) — Dans le contexte « Incendie d’équipement » (Accident). Départ de feu sur engin ou local technique. Points sensibles : fumées, arrêt, dommages matériels.;Exemple : Incendie d’équipement → cyberattaque opportuniste pendant la crise (phishing, ransom, ddos) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;fumées, arrêt, dommages matériels
71;Accident;Incendie d’équipement;Départ de feu sur engin ou local technique;Défaillance / résilience;Effet domino multi-réseaux (énergie + télécom + eau);Effet domino multi-réseaux (énergie + télécom + eau) — Dans le contexte « Incendie d’équipement » (Accident). Départ de feu sur engin ou local technique. Points sensibles : fumées, arrêt, dommages matériels.;Exemple : Incendie d’équipement → effet domino multi-réseaux (énergie + télécom + eau) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;fumées, arrêt, dommages matériels
72;Accident;Incendie d’équipement;Départ de feu sur engin ou local technique;Défaillance / résilience;Défaillance d’un acteur clé (prestataire, fournisseur, opérateur);Défaillance d’un acteur clé (prestataire, fournisseur, opérateur) — Dans le contexte « Incendie d’équipement » (Accident). Départ de feu sur engin ou local technique. Points sensibles : fumées, arrêt, dommages matériels.;Exemple : Incendie d’équipement → défaillance d’un acteur clé (prestataire, fournisseur, opérateur) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;fumées, arrêt, dommages matériels
73;Accident;Explosion;Explosion (chimique ou physique) sur installation;Opérationnel;Arrêt immédiat des activités et sécurisation du périmètre;Arrêt immédiat des activités et sécurisation du périmètre — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → arrêt immédiat des activités et sécurisation du périmètre (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
74;Accident;Explosion;Explosion (chimique ou physique) sur installation;Opérationnel;Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires);Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
75;Accident;Explosion;Explosion (chimique ou physique) sur installation;Industriel / technique;Destruction d’ouvrages ou d’équipements critiques;Destruction d’ouvrages ou d’équipements critiques — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → destruction d’ouvrages ou d’équipements critiques (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
76;Accident;Explosion;Explosion (chimique ou physique) sur installation;Industriel / technique;Déclenchement de sécurités et arrêt automatique des systèmes;Déclenchement de sécurités et arrêt automatique des systèmes — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → déclenchement de sécurités et arrêt automatique des systèmes (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
77;Accident;Explosion;Explosion (chimique ou physique) sur installation;Ressources humaines;Traumatisme des équipes et stress post-évènement (RPS);Traumatisme des équipes et stress post-évènement (RPS) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → traumatisme des équipes et stress post-évènement (rps) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
78;Accident;Explosion;Explosion (chimique ou physique) sur installation;Ressources humaines;Exposition à des risques physiques (chaleur, fumées, toxiques);Exposition à des risques physiques (chaleur, fumées, toxiques) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → exposition à des risques physiques (chaleur, fumées, toxiques) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
79;Accident;Explosion;Explosion (chimique ou physique) sur installation;Juridique / conformité;Mise en cause pénale (accident grave, mise en danger, pollution);Mise en cause pénale (accident grave, mise en danger, pollution) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → mise en cause pénale (accident grave, mise en danger, pollution) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;onde de choc, blessés, destruction
80;Accident;Explosion;Explosion (chimique ou physique) sur installation;Juridique / conformité;Contentieux contractuels (pénalités, retards, responsabilités);Contentieux contractuels (pénalités, retards, responsabilités) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → contentieux contractuels (pénalités, retards, responsabilités) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;onde de choc, blessés, destruction
81;Accident;Explosion;Explosion (chimique ou physique) sur installation;Financier;Coûts de réparation et de remise en état (ouvrages, équipements);Coûts de réparation et de remise en état (ouvrages, équipements) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → coûts de réparation et de remise en état (ouvrages, équipements) (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
82;Accident;Explosion;Explosion (chimique ou physique) sur installation;Financier;Hausse des primes, franchises et difficultés d’assurabilité;Hausse des primes, franchises et difficultés d’assurabilité — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → hausse des primes, franchises et difficultés d’assurabilité (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
83;Accident;Explosion;Explosion (chimique ou physique) sur installation;Image / réputation;Médiatisation nationale / locale et perte de confiance;Médiatisation nationale / locale et perte de confiance — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → médiatisation nationale / locale et perte de confiance (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
84;Accident;Explosion;Explosion (chimique ou physique) sur installation;Image / réputation;Perception d’impréparation ou de manque de transparence;Perception d’impréparation ou de manque de transparence — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → perception d’impréparation ou de manque de transparence (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
85;Accident;Explosion;Explosion (chimique ou physique) sur installation;Géopolitique / institutionnel;Intervention de l’État / autorités (préfecture, inspection, régulateur);Intervention de l’État / autorités (préfecture, inspection, régulateur) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → intervention de l’état / autorités (préfecture, inspection, régulateur) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
86;Accident;Explosion;Explosion (chimique ou physique) sur installation;Géopolitique / institutionnel;Priorisation nationale des ressources (énergie, santé, sécurité);Priorisation nationale des ressources (énergie, santé, sécurité) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → priorisation nationale des ressources (énergie, santé, sécurité) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
87;Accident;Explosion;Explosion (chimique ou physique) sur installation;Informatique / numérique;Perte du SI local (supervision, communications, annuaire, outils métier);Perte du SI local (supervision, communications, annuaire, outils métier) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → perte du si local (supervision, communications, annuaire, outils métier) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
88;Accident;Explosion;Explosion (chimique ou physique) sur installation;Informatique / numérique;Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS);Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → cyberattaque opportuniste pendant la crise (phishing, ransom, ddos) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
89;Accident;Explosion;Explosion (chimique ou physique) sur installation;Défaillance / résilience;Effet domino multi-réseaux (énergie + télécom + eau);Effet domino multi-réseaux (énergie + télécom + eau) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → effet domino multi-réseaux (énergie + télécom + eau) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
90;Accident;Explosion;Explosion (chimique ou physique) sur installation;Défaillance / résilience;Défaillance d’un acteur clé (prestataire, fournisseur, opérateur);Défaillance d’un acteur clé (prestataire, fournisseur, opérateur) — Dans le contexte « Explosion » (Accident). Explosion (chimique ou physique) sur installation. Points sensibles : onde de choc, blessés, destruction.;Exemple : Explosion → défaillance d’un acteur clé (prestataire, fournisseur, opérateur) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;onde de choc, blessés, destruction
91;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Opérationnel;Arrêt immédiat des activités et sécurisation du périmètre;Arrêt immédiat des activités et sécurisation du périmètre — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → arrêt immédiat des activités et sécurisation du périmètre (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
92;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Opérationnel;Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires);Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
93;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Industriel / technique;Destruction d’ouvrages ou d’équipements critiques;Destruction d’ouvrages ou d’équipements critiques — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → destruction d’ouvrages ou d’équipements critiques (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
94;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Industriel / technique;Déclenchement de sécurités et arrêt automatique des systèmes;Déclenchement de sécurités et arrêt automatique des systèmes — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → déclenchement de sécurités et arrêt automatique des systèmes (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
95;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Ressources humaines;Traumatisme des équipes et stress post-évènement (RPS);Traumatisme des équipes et stress post-évènement (RPS) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → traumatisme des équipes et stress post-évènement (rps) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
96;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Ressources humaines;Exposition à des risques physiques (chaleur, fumées, toxiques);Exposition à des risques physiques (chaleur, fumées, toxiques) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → exposition à des risques physiques (chaleur, fumées, toxiques) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
97;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Juridique / conformité;Mise en cause pénale (accident grave, mise en danger, pollution);Mise en cause pénale (accident grave, mise en danger, pollution) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → mise en cause pénale (accident grave, mise en danger, pollution) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Élevée;Critique;Élevée;montée d’eau, pompage, arrêt
98;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Juridique / conformité;Contentieux contractuels (pénalités, retards, responsabilités);Contentieux contractuels (pénalités, retards, responsabilités) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → contentieux contractuels (pénalités, retards, responsabilités) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Élevée;Critique;Élevée;montée d’eau, pompage, arrêt
99;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Financier;Coûts de réparation et de remise en état (ouvrages, équipements);Coûts de réparation et de remise en état (ouvrages, équipements) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → coûts de réparation et de remise en état (ouvrages, équipements) (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
100;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Financier;Hausse des primes, franchises et difficultés d’assurabilité;Hausse des primes, franchises et difficultés d’assurabilité — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → hausse des primes, franchises et difficultés d’assurabilité (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
101;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Image / réputation;Médiatisation nationale / locale et perte de confiance;Médiatisation nationale / locale et perte de confiance — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → médiatisation nationale / locale et perte de confiance (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
102;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Image / réputation;Perception d’impréparation ou de manque de transparence;Perception d’impréparation ou de manque de transparence — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → perception d’impréparation ou de manque de transparence (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
103;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Géopolitique / institutionnel;Intervention de l’État / autorités (préfecture, inspection, régulateur);Intervention de l’État / autorités (préfecture, inspection, régulateur) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → intervention de l’état / autorités (préfecture, inspection, régulateur) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
104;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Géopolitique / institutionnel;Priorisation nationale des ressources (énergie, santé, sécurité);Priorisation nationale des ressources (énergie, santé, sécurité) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → priorisation nationale des ressources (énergie, santé, sécurité) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
105;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Informatique / numérique;Perte du SI local (supervision, communications, annuaire, outils métier);Perte du SI local (supervision, communications, annuaire, outils métier) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → perte du si local (supervision, communications, annuaire, outils métier) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
106;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Informatique / numérique;Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS);Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → cyberattaque opportuniste pendant la crise (phishing, ransom, ddos) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
107;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Défaillance / résilience;Effet domino multi-réseaux (énergie + télécom + eau);Effet domino multi-réseaux (énergie + télécom + eau) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → effet domino multi-réseaux (énergie + télécom + eau) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
108;Accident;Inondation technique;Rupture de canalisation / infiltration en sous-sol;Défaillance / résilience;Défaillance d’un acteur clé (prestataire, fournisseur, opérateur);Défaillance d’un acteur clé (prestataire, fournisseur, opérateur) — Dans le contexte « Inondation technique » (Accident). Rupture de canalisation / infiltration en sous-sol. Points sensibles : montée d’eau, pompage, arrêt.;Exemple : Inondation technique → défaillance d’un acteur clé (prestataire, fournisseur, opérateur) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Élevée;Élevée;Élevée;montée d’eau, pompage, arrêt
109;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Opérationnel;Arrêt immédiat des activités et sécurisation du périmètre;Arrêt immédiat des activités et sécurisation du périmètre — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → arrêt immédiat des activités et sécurisation du périmètre (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
110;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Opérationnel;Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires);Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
